Repository,PR Number,PR Title,Created At,URL
bancaditalia/black-it,48,Enable CI on `windows-latest`,2023-03-17 20:10:43,https://github.com/bancaditalia/black-it/pull/48
bancaditalia/black-it,50,Support Python 3.11,2023-03-18 17:33:25,https://github.com/bancaditalia/black-it/pull/50
bancaditalia/black-it,51,Fix tox python env id,2023-03-18 18:05:26,https://github.com/bancaditalia/black-it/pull/51
bancaditalia/black-it,52,Introduce `BaseScheduler` abstraction,2023-03-19 23:27:50,https://github.com/bancaditalia/black-it/pull/52
bancaditalia/black-it,53,Add `RLScheduler`,2023-03-21 16:32:25,https://github.com/bancaditalia/black-it/pull/53
bancaditalia/black-it,54,Chore/upgrade ipywidgets version,2023-03-27 17:27:22,https://github.com/bancaditalia/black-it/pull/54
bancaditalia/black-it,55,test: remove hypothesis deadline in test_seedable tests,2023-03-28 08:34:30,https://github.com/bancaditalia/black-it/pull/55
bancaditalia/black-it,56,Fix mypy tox task,2023-03-28 09:43:44,https://github.com/bancaditalia/black-it/pull/56
bancaditalia/black-it,58,Add simple working example of basic TCN / MomentNetwork structure,2023-07-10 13:57:17,https://github.com/bancaditalia/black-it/pull/58
bancaditalia/black-it,59,Upgrade dependencies and minor updates,2023-08-18 13:05:08,https://github.com/bancaditalia/black-it/pull/59
bancaditalia/black-it,60,build: upgrade dev dependency versions,2023-08-24 14:01:22,https://github.com/bancaditalia/black-it/pull/60
bancaditalia/black-it,62,Migrate to Ruff,2023-08-24 15:34:04,https://github.com/bancaditalia/black-it/pull/62
bancaditalia/black-it,63,Skip plotting tests on Windows due to flakiness,2023-09-01 11:03:38,https://github.com/bancaditalia/black-it/pull/63
bancaditalia/black-it,64,test: skip TestPlotConvergence test on Windows,2023-09-04 09:35:37,https://github.com/bancaditalia/black-it/pull/64
bancaditalia/black-it,66,ci: fix flaky tox command on Windows platform (fix #65),2023-09-04 10:40:11,https://github.com/bancaditalia/black-it/pull/66
bancaditalia/black-it,67,dev: add missing .PHONY declarations,2023-09-18 14:10:57,https://github.com/bancaditalia/black-it/pull/67
bancaditalia/black-it,68,Minor fix to tests,2023-09-18 14:45:08,https://github.com/bancaditalia/black-it/pull/68
bancaditalia/black-it,69,gp sampler: GPy -> scikit-learn,2023-09-18 20:21:07,https://github.com/bancaditalia/black-it/pull/69
bancaditalia/black-it,70,Mypy fix ignores,2023-09-21 13:45:53,https://github.com/bancaditalia/black-it/pull/70
bancaditalia/black-it,71,lint: move 'include' black and mypy config into `setup.cfg`,2023-09-21 14:04:51,https://github.com/bancaditalia/black-it/pull/71
bancaditalia/black-it,72,"Update `poetry.lock` and `pyproject.toml`, add CI check on `poetry.lock`",2023-09-22 10:56:00,https://github.com/bancaditalia/black-it/pull/72
bancaditalia/black-it,73,build: make the package to support Python 3.11,2023-09-22 13:28:39,https://github.com/bancaditalia/black-it/pull/73
bancaditalia/black-it,74,fix: typos in `.PHONY` directives in `Makefile`,2023-09-22 14:47:44,https://github.com/bancaditalia/black-it/pull/74
bancaditalia/black-it,75,build: remove 'ipykernel' dependency,2023-09-26 12:37:47,https://github.com/bancaditalia/black-it/pull/75
AGnias47/AGnias47.github.io,2,Chatgpt,2023-06-12 00:45:42,https://github.com/AGnias47/AGnias47.github.io/pull/2
mcagov/beacons,1,Initial Terraform configuration,2021-01-20 11:18:09,https://github.com/mcagov/beacons/pull/1
mcagov/beacons,2,WIP: GitHub Actions CI/CD,2021-01-22 09:32:13,https://github.com/mcagov/beacons/pull/2
mcagov/beacons,3,Add GitHub actions pipeline for terraform apply,2021-01-26 14:02:41,https://github.com/mcagov/beacons/pull/3
mcagov/beacons,4,Update terraform provider for CI/CD,2021-01-26 16:01:27,https://github.com/mcagov/beacons/pull/4
mcagov/beacons,5,Restrict deployment to main branch,2021-01-26 17:02:45,https://github.com/mcagov/beacons/pull/5
mcagov/beacons,6,Feature/terraform uses commit hash tagged containers,2021-01-27 15:50:33,https://github.com/mcagov/beacons/pull/6
mcagov/beacons,7,Feature/terraform uses commit hash tagged containers,2021-01-27 16:20:37,https://github.com/mcagov/beacons/pull/7
mcagov/beacons,8,Updates to README for deployment of application,2021-01-28 10:36:29,https://github.com/mcagov/beacons/pull/8
mcagov/beacons,9,Add Architectural Decision Records into project,2021-01-28 13:09:12,https://github.com/mcagov/beacons/pull/9
mcagov/beacons,10,Add ADR for for technology choices,2021-01-28 16:17:36,https://github.com/mcagov/beacons/pull/10
mcagov/beacons,11,Reduce vCPU and memory in ECS tasks,2021-01-28 16:42:53,https://github.com/mcagov/beacons/pull/11
mcagov/beacons,12,Add prettier badge,2021-01-28 17:19:17,https://github.com/mcagov/beacons/pull/12
mcagov/beacons,13,Add RDS terraform configuration,2021-01-28 20:46:59,https://github.com/mcagov/beacons/pull/13
mcagov/beacons,16,Bump husky from 4.3.8 to 5.0.9,2021-02-09 07:07:50,https://github.com/mcagov/beacons/pull/16
mcagov/beacons,18,Adr/form validation,2021-02-19 11:38:46,https://github.com/mcagov/beacons/pull/18
mcagov/beacons,19,Bump husky from 4.3.8 to 5.1.0,2021-02-22 08:06:46,https://github.com/mcagov/beacons/pull/19
mcagov/beacons,20,Updates following our ADR discussion,2021-02-24 19:58:52,https://github.com/mcagov/beacons/pull/20
mcagov/beacons,21,Bump husky from 4.3.8 to 5.1.3,2021-03-02 07:06:21,https://github.com/mcagov/beacons/pull/21
mcagov/beacons,22,Adr/cypress tests,2021-03-03 15:54:44,https://github.com/mcagov/beacons/pull/22
mcagov/beacons,23,WIP: Update deployment pipeline for development to use dev workspace ,2021-03-09 12:55:54,https://github.com/mcagov/beacons/pull/23
mcagov/beacons,24,Create staging deployment file,2021-03-11 12:25:48,https://github.com/mcagov/beacons/pull/24
mcagov/beacons,25,Setup our infrastructure to allow for multiple environments,2021-03-15 18:07:13,https://github.com/mcagov/beacons/pull/25
mcagov/beacons,26,Staging deployment through CI,2021-03-16 18:08:12,https://github.com/mcagov/beacons/pull/26
mcagov/beacons,27,Add adr about infra and env changes,2021-03-22 11:18:56,https://github.com/mcagov/beacons/pull/27
mcagov/beacons,28,Bump husky from 4.3.8 to 6.0.0,2021-03-29 08:36:47,https://github.com/mcagov/beacons/pull/28
mcagov/beacons,30,Change webapp healthcheck protocol to TCP from http,2021-04-20 10:55:07,https://github.com/mcagov/beacons/pull/30
mcagov/beacons,31,Tags,2021-04-20 11:45:19,https://github.com/mcagov/beacons/pull/31
mcagov/beacons,32,Update ingress inbound security group onto the ecs tasks security group,2021-04-27 08:52:17,https://github.com/mcagov/beacons/pull/32
mcagov/beacons,33,Frontend ssl persistent,2021-04-28 09:17:39,https://github.com/mcagov/beacons/pull/33
mcagov/beacons,34,Bump prettier from 2.2.1 to 2.3.0,2021-05-10 09:22:24,https://github.com/mcagov/beacons/pull/34
mcagov/beacons,35,Bump hosted-git-info from 2.8.8 to 2.8.9,2021-05-11 23:31:36,https://github.com/mcagov/beacons/pull/35
mcagov/beacons,36,Bump actions/setup-node from 2 to 2.1.5,2021-05-12 05:58:47,https://github.com/mcagov/beacons/pull/36
mcagov/beacons,37,Bump actions/checkout from 2 to 2.3.4,2021-05-12 05:58:52,https://github.com/mcagov/beacons/pull/37
mcagov/beacons,38,Bump hashicorp/setup-terraform from 1 to 1.3.2,2021-05-12 05:58:57,https://github.com/mcagov/beacons/pull/38
mcagov/beacons,39,Authorisation architecture ADR,2021-05-27 10:25:55,https://github.com/mcagov/beacons/pull/39
mcagov/beacons,40,Env vars,2021-05-27 14:49:46,https://github.com/mcagov/beacons/pull/40
mcagov/beacons,41,Adds variables for next auth,2021-06-02 16:02:26,https://github.com/mcagov/beacons/pull/41
mcagov/beacons,42,Setup session store in Elasticache,2021-06-02 16:04:13,https://github.com/mcagov/beacons/pull/42
mcagov/beacons,43,Bump prettier from 2.3.0 to 2.3.1,2021-06-07 07:25:47,https://github.com/mcagov/beacons/pull/43
mcagov/beacons,44,add b2c signup flow,2021-06-14 10:52:27,https://github.com/mcagov/beacons/pull/44
mcagov/beacons,45,Bump pretty-quick from 3.1.0 to 3.1.1,2021-06-17 21:06:15,https://github.com/mcagov/beacons/pull/45
mcagov/beacons,46,Bump set-getter from 0.1.0 to 0.1.1,2021-06-21 21:39:35,https://github.com/mcagov/beacons/pull/46
mcagov/beacons,47,Bump hashicorp/aws from 3.43.0 to 3.46.0 in /terraform,2021-06-24 21:07:28,https://github.com/mcagov/beacons/pull/47
mcagov/beacons,48,Bump hashicorp/aws from 3.43.0 to 3.47.0 in /terraform,2021-06-25 21:07:05,https://github.com/mcagov/beacons/pull/48
mcagov/beacons,49,Bump prettier from 2.3.1 to 2.3.2,2021-06-28 21:07:27,https://github.com/mcagov/beacons/pull/49
mcagov/beacons,50,Bump husky from 4.3.8 to 7.0.0,2021-07-01 21:08:47,https://github.com/mcagov/beacons/pull/50
mcagov/beacons,51,Bump hashicorp/aws from 3.43.0 to 3.48.0 in /terraform,2021-07-02 21:06:01,https://github.com/mcagov/beacons/pull/51
mcagov/beacons,52,Bump husky from 4.3.8 to 7.0.1,2021-07-06 21:08:19,https://github.com/mcagov/beacons/pull/52
mcagov/beacons,53,Bump hashicorp/aws from 3.43.0 to 3.49.0 in /terraform,2021-07-09 21:06:55,https://github.com/mcagov/beacons/pull/53
mcagov/beacons,54,Bump hashicorp/aws from 3.43.0 to 3.50.0 in /terraform,2021-07-16 14:27:23,https://github.com/mcagov/beacons/pull/54
mcagov/beacons,55,Bump hashicorp/aws from 3.50.0 to 3.51.0 in /terraform,2021-07-23 21:06:24,https://github.com/mcagov/beacons/pull/55
mcagov/beacons,56,Bump hashicorp/aws from 3.51.0 to 3.52.0 in /terraform,2021-07-30 21:07:48,https://github.com/mcagov/beacons/pull/56
mcagov/beacons,57,Bump hashicorp/aws from 3.51.0 to 3.53.0 in /terraform,2021-08-06 14:19:39,https://github.com/mcagov/beacons/pull/57
mcagov/beacons,58,Bump path-parse from 1.0.6 to 1.0.7,2021-08-13 00:10:03,https://github.com/mcagov/beacons/pull/58
mcagov/beacons,59,Bump hashicorp/aws from 3.53.0 to 3.54.0 in /terraform,2021-08-13 07:23:57,https://github.com/mcagov/beacons/pull/59
mcagov/beacons,60,Rds backups,2021-08-19 15:26:52,https://github.com/mcagov/beacons/pull/60
mcagov/beacons,61,Bump hashicorp/aws from 3.53.0 to 3.55.0 in /terraform,2021-08-20 21:06:18,https://github.com/mcagov/beacons/pull/61
mcagov/beacons,62,"RDS Backups, Alerts and Health checks",2021-08-26 08:42:21,https://github.com/mcagov/beacons/pull/62
mcagov/beacons,63,Bump hashicorp/aws from 3.53.0 to 3.56.0 in /terraform,2021-08-27 08:23:42,https://github.com/mcagov/beacons/pull/63
mcagov/beacons,64,Added API service health check to r53 us-east and dashboard widget,2021-09-02 15:56:36,https://github.com/mcagov/beacons/pull/64
mcagov/beacons,65,Bump hashicorp/aws from 3.56.0 to 3.57.0 in /terraform,2021-09-03 21:07:10,https://github.com/mcagov/beacons/pull/65
mcagov/beacons,66,added enable_alerts to staging workflow as a configurable option to e…,2021-09-09 08:57:51,https://github.com/mcagov/beacons/pull/66
mcagov/beacons,67,Health alarm fix,2021-09-09 15:27:18,https://github.com/mcagov/beacons/pull/67
mcagov/beacons,68,Bump prettier from 2.3.2 to 2.4.0,2021-09-09 21:06:49,https://github.com/mcagov/beacons/pull/68
mcagov/beacons,69,changed default behaviour for cw alarms for missing data to treat as…,2021-09-10 09:15:03,https://github.com/mcagov/beacons/pull/69
mcagov/beacons,70,Bump hashicorp/aws from 3.57.0 to 3.58.0 in /terraform,2021-09-10 21:05:59,https://github.com/mcagov/beacons/pull/70
mcagov/beacons,71,Bump prettier from 2.3.2 to 2.4.1,2021-09-16 21:11:08,https://github.com/mcagov/beacons/pull/71
mcagov/beacons,72,Set up GovNotify env vars to enable feedback form email,2021-09-17 14:01:56,https://github.com/mcagov/beacons/pull/72
mcagov/beacons,73,Bump hashicorp/aws from 3.57.0 to 3.59.0 in /terraform,2021-09-17 21:08:37,https://github.com/mcagov/beacons/pull/73
mcagov/beacons,74,increased RDS spec and storage for all environments,2021-09-20 13:01:24,https://github.com/mcagov/beacons/pull/74
mcagov/beacons,75,Bump semver-regex from 3.1.2 to 3.1.3,2021-09-21 01:38:23,https://github.com/mcagov/beacons/pull/75
mcagov/beacons,76,Ecs fixes,2021-09-21 16:08:44,https://github.com/mcagov/beacons/pull/76
mcagov/beacons,77,Maintenance page,2021-09-23 13:32:14,https://github.com/mcagov/beacons/pull/77
mcagov/beacons,78,Bump aws-actions/configure-aws-credentials from 1.5.9 to 1.5.11,2021-09-23 21:06:53,https://github.com/mcagov/beacons/pull/78
mcagov/beacons,79,Bump hashicorp/aws from 3.57.0 to 3.60.0 in /terraform,2021-09-24 07:54:50,https://github.com/mcagov/beacons/pull/79
mcagov/beacons,80,Bump hashicorp/aws from 3.57.0 to 3.61.0 in /terraform,2021-10-01 21:08:11,https://github.com/mcagov/beacons/pull/80
mcagov/beacons,81,Trello Alerts,2021-10-07 16:20:02,https://github.com/mcagov/beacons/pull/81
mcagov/beacons,82,Bump hashicorp/aws from 3.57.0 to 3.62.0 in /terraform,2021-10-08 12:19:05,https://github.com/mcagov/beacons/pull/82
mcagov/beacons,83,Bump actions/setup-node from 2.4.0 to 2.4.1,2021-10-08 21:05:31,https://github.com/mcagov/beacons/pull/83
mcagov/beacons,84,Bump hashicorp/aws from 3.57.0 to 3.63.0 in /terraform,2021-10-14 21:07:11,https://github.com/mcagov/beacons/pull/84
mcagov/beacons,85,Bump actions/checkout from 2.3.4 to 2.3.5,2021-10-15 21:07:41,https://github.com/mcagov/beacons/pull/85
mcagov/beacons,86,Bump actions/checkout from 2.3.4 to 2.4.0,2021-11-02 21:09:12,https://github.com/mcagov/beacons/pull/86
mcagov/beacons,87,Bump hashicorp/aws from 3.57.0 to 3.64.0 in /terraform,2021-11-04 21:20:43,https://github.com/mcagov/beacons/pull/87
mcagov/beacons,88,Bump hashicorp/aws from 3.57.0 to 3.64.2 in /terraform,2021-11-05 21:08:08,https://github.com/mcagov/beacons/pull/88
mcagov/beacons,89,ADR: ElasticSearch,2021-11-10 16:32:13,https://github.com/mcagov/beacons/pull/89
mcagov/beacons,90,Bump hashicorp/aws from 3.57.0 to 3.65.0 in /terraform,2021-11-12 21:08:30,https://github.com/mcagov/beacons/pull/90
mcagov/beacons,91,Bump pretty-quick from 3.1.1 to 3.1.2,2021-11-16 21:08:30,https://github.com/mcagov/beacons/pull/91
mcagov/beacons,92,🎸 feat: Add cron to back up database to csv,2021-11-19 16:02:18,https://github.com/mcagov/beacons/pull/92
mcagov/beacons,93,Bump hashicorp/aws from 3.57.0 to 3.66.0 in /terraform,2021-11-19 21:07:14,https://github.com/mcagov/beacons/pull/93
mcagov/beacons,94,Bump aws-actions/configure-aws-credentials from 1.5.9 to 1.6.0,2021-11-24 21:12:40,https://github.com/mcagov/beacons/pull/94
mcagov/beacons,95,Bump prettier from 2.3.2 to 2.5.0,2021-11-25 21:07:31,https://github.com/mcagov/beacons/pull/95
mcagov/beacons,96,Bump hashicorp/aws from 3.57.0 to 3.67.0 in /terraform,2021-11-26 21:07:03,https://github.com/mcagov/beacons/pull/96
mcagov/beacons,97,Bump actions/setup-node from 2.4.0 to 2.5.0,2021-11-29 21:11:33,https://github.com/mcagov/beacons/pull/97
mcagov/beacons,98,Bump hashicorp/aws from 3.57.0 to 3.68.0 in /terraform,2021-12-02 21:07:06,https://github.com/mcagov/beacons/pull/98
mcagov/beacons,99,Bump prettier from 2.3.2 to 2.5.1,2021-12-06 21:09:19,https://github.com/mcagov/beacons/pull/99
mcagov/beacons,100,Bump  from 3.57.0 to 3.69.0 in /terraform,2021-12-10 21:08:29,https://github.com/mcagov/beacons/pull/100
mcagov/beacons,101,Bump  from 3.57.0 to 3.70.0 in /terraform,2021-12-17 21:07:11,https://github.com/mcagov/beacons/pull/101
mcagov/beacons,102,Bump pretty-quick from 3.1.1 to 3.1.3,2021-12-22 21:08:27,https://github.com/mcagov/beacons/pull/102
mcagov/beacons,103,Bump actions/setup-node from 2.4.0 to 2.5.1,2021-12-28 21:06:15,https://github.com/mcagov/beacons/pull/103
mcagov/beacons,104,Bump hashicorp/aws from 3.57.0 to 3.71.0 in /terraform,2022-01-07 21:05:46,https://github.com/mcagov/beacons/pull/104
mcagov/beacons,105,Bump hashicorp/aws from 3.57.0 to 3.72.0 in /terraform,2022-01-14 21:11:03,https://github.com/mcagov/beacons/pull/105
mcagov/beacons,106,Bump aws-actions/configure-aws-credentials from 1.5.9 to 1.6.1,2022-01-18 21:09:35,https://github.com/mcagov/beacons/pull/106
mcagov/beacons,107,Bump hashicorp/aws from 3.57.0 to 3.73.0 in /terraform,2022-01-21 21:15:25,https://github.com/mcagov/beacons/pull/107
mcagov/beacons,108,Create test Opensearch configuration,2022-01-24 16:28:53,https://github.com/mcagov/beacons/pull/108
mcagov/beacons,109,Bump hashicorp/aws from 3.57.0 to 3.74.0 in /terraform,2022-01-28 21:09:10,https://github.com/mcagov/beacons/pull/109
mcagov/beacons,110,Bump lorenzoaiello/rds-alarms/aws from 2.1.0 to 2.2.0 in /terraform,2022-02-01 21:07:12,https://github.com/mcagov/beacons/pull/110
