RepoName,PR Number,PR URL,State,CommentsCount,CommitsTotalCount,Duration Created to Closed,Duration Created to Merged
MERLTech/MERL-Center-public,112,https://github.com/MERLCenter/MERL-Center-public/pull/112,MERGED,3,22,"138 days, 20:28:13","138 days, 20:28:13"
SSWConsulting/SSW.Rules.Content,6246,https://github.com/SSWConsulting/SSW.Rules.Content/pull/6246,MERGED,2,1,23:21:43,23:21:43
SSWConsulting/SSW.Rules.Content,6247,https://github.com/SSWConsulting/SSW.Rules.Content/pull/6247,MERGED,0,4,0:03:06,0:03:06
SSWConsulting/SSW.Rules.Content,6248,https://github.com/SSWConsulting/SSW.Rules.Content/pull/6248,MERGED,0,17,0:08:34,0:08:34
SSWConsulting/SSW.Rules.Content,6249,https://github.com/SSWConsulting/SSW.Rules.Content/pull/6249,MERGED,0,3,0:35:13,0:35:13
SSWConsulting/SSW.Rules.Content,6251,https://github.com/SSWConsulting/SSW.Rules.Content/pull/6251,MERGED,0,1,0:04:18,0:04:18
Stivaros/blog,425,https://github.com/Stivaros/blog/pull/425,MERGED,0,6,0:02:28,0:02:28
daeuniverse/dae,301,https://github.com/daeuniverse/dae/pull/301,OPEN,5,18,,
comfyanonymous/ComfyUI,1104,https://github.com/comfyanonymous/ComfyUI/pull/1104,MERGED,5,2,"28 days, 12:25:30","28 days, 12:25:30"
comfyanonymous/ComfyUI,1107,https://github.com/comfyanonymous/ComfyUI/pull/1107,MERGED,0,3,8:26:54,8:26:54
comfyanonymous/ComfyUI,1113,https://github.com/comfyanonymous/ComfyUI/pull/1113,MERGED,0,1,4:46:03,4:46:03
IararIV/karaok.ai,2,https://github.com/IararIV/karaok.ai/pull/2,MERGED,0,1,0:00:06,0:00:06
PYT-Acadamy/PYT-Acadamy.github.io,16,https://github.com/PYT-Acadamy/PYT-Acadamy.github.io/pull/16,MERGED,0,2,0:18:08,0:18:08
PYT-Acadamy/PYT-Acadamy.github.io,17,https://github.com/PYT-Acadamy/PYT-Acadamy.github.io/pull/17,CLOSED,0,3,0:06:07,
PYT-Acadamy/PYT-Acadamy.github.io,18,https://github.com/PYT-Acadamy/PYT-Acadamy.github.io/pull/18,MERGED,0,5,0:36:52,0:36:52
PYT-Acadamy/PYT-Acadamy.github.io,19,https://github.com/PYT-Acadamy/PYT-Acadamy.github.io/pull/19,MERGED,0,2,0:03:53,0:03:53
jojazpeitia/skinguessr,10,https://github.com/jojazpeitia/skinguessr/pull/10,MERGED,1,1,0:00:08,0:00:08
sleepyRias/BetterSteam,71,https://github.com/sleepyRias/BetterSteam/pull/71,MERGED,0,1,0:00:08,0:00:08
sleepyRias/BetterSteam,74,https://github.com/sleepyRias/BetterSteam/pull/74,MERGED,0,17,0:00:28,0:00:28
sleepyRias/BetterSteam,75,https://github.com/sleepyRias/BetterSteam/pull/75,MERGED,0,1,0:00:11,0:00:11
radix-vue/radix-vue,89,https://github.com/radix-vue/radix-vue/pull/89,CLOSED,0,11,0:01:44,
radix-vue/radix-vue,90,https://github.com/radix-vue/radix-vue/pull/90,MERGED,4,1,0:00:28,0:00:28
radix-vue/radix-vue,91,https://github.com/radix-vue/radix-vue/pull/91,MERGED,5,9,2:19:42,2:19:42
radix-vue/radix-vue,92,https://github.com/radix-vue/radix-vue/pull/92,MERGED,0,14,"19 days, 3:22:24","19 days, 3:22:24"
radix-vue/radix-vue,95,https://github.com/radix-vue/radix-vue/pull/95,MERGED,0,6,3:52:07,3:52:07
radix-vue/radix-vue,96,https://github.com/radix-vue/radix-vue/pull/96,MERGED,4,9,21:34:30,21:34:30
radix-vue/radix-vue,97,https://github.com/radix-vue/radix-vue/pull/97,MERGED,2,12,"3 days, 1:02:19","3 days, 1:02:19"
radix-vue/radix-vue,99,https://github.com/radix-vue/radix-vue/pull/99,MERGED,1,4,2:20:40,2:20:40
radix-vue/radix-vue,103,https://github.com/radix-vue/radix-vue/pull/103,MERGED,1,4,2:28:14,2:28:14
RupertBenWiser/Web-Environment-Integrity,91,https://github.com/RupertBenWiser/Web-Environment-Integrity/pull/91,CLOSED,0,1,8:22:00,
RupertBenWiser/Web-Environment-Integrity,98,https://github.com/RupertBenWiser/Web-Environment-Integrity/pull/98,CLOSED,0,1,4:54:40,
RupertBenWiser/Web-Environment-Integrity,102,https://github.com/RupertBenWiser/Web-Environment-Integrity/pull/102,MERGED,0,1,0:28:00,0:27:59
RupertBenWiser/Web-Environment-Integrity,124,https://github.com/RupertBenWiser/Web-Environment-Integrity/pull/124,CLOSED,2,1,"3 days, 1:43:04",
RupertBenWiser/Web-Environment-Integrity,132,https://github.com/RupertBenWiser/Web-Environment-Integrity/pull/132,CLOSED,1,1,"3 days, 1:03:02",
GaloyMoney/galoy-mobile,2354,https://github.com/GaloyMoney/galoy-mobile/pull/2354,MERGED,0,1,0:19:05,0:19:05
GaloyMoney/galoy-mobile,2356,https://github.com/GaloyMoney/galoy-mobile/pull/2356,MERGED,0,1,0:01:49,0:01:48
GaloyMoney/galoy-mobile,2357,https://github.com/GaloyMoney/galoy-mobile/pull/2357,MERGED,0,2,0:20:32,0:20:32
GaloyMoney/galoy-mobile,2358,https://github.com/GaloyMoney/galoy-mobile/pull/2358,CLOSED,5,2,"36 days, 3:59:45",
GaloyMoney/galoy-mobile,2359,https://github.com/GaloyMoney/galoy-mobile/pull/2359,MERGED,0,1,0:39:58,0:39:58
GaloyMoney/galoy-mobile,2360,https://github.com/GaloyMoney/galoy-mobile/pull/2360,MERGED,0,15,6:14:51,6:14:51
GaloyMoney/galoy-mobile,2362,https://github.com/GaloyMoney/galoy-mobile/pull/2362,MERGED,0,1,3:25:07,3:25:07
GaloyMoney/galoy-mobile,2363,https://github.com/GaloyMoney/galoy-mobile/pull/2363,MERGED,0,1,0:03:35,0:03:35
GaloyMoney/galoy-mobile,2364,https://github.com/GaloyMoney/galoy-mobile/pull/2364,MERGED,0,3,8:35:38,8:35:38
GaloyMoney/galoy-mobile,2365,https://github.com/GaloyMoney/galoy-mobile/pull/2365,CLOSED,0,2,4:46:17,
GaloyMoney/galoy-mobile,2366,https://github.com/GaloyMoney/galoy-mobile/pull/2366,CLOSED,0,1,"7 days, 22:32:14",
GaloyMoney/galoy-mobile,2367,https://github.com/GaloyMoney/galoy-mobile/pull/2367,MERGED,0,1,5:26:29,5:26:29
GaloyMoney/galoy-mobile,2368,https://github.com/GaloyMoney/galoy-mobile/pull/2368,MERGED,0,1,5:26:44,5:26:44
GaloyMoney/galoy-mobile,2369,https://github.com/GaloyMoney/galoy-mobile/pull/2369,MERGED,0,1,5:00:17,5:00:17
GaloyMoney/galoy-mobile,2370,https://github.com/GaloyMoney/galoy-mobile/pull/2370,CLOSED,1,1,15:41:10,
GaloyMoney/galoy-mobile,2371,https://github.com/GaloyMoney/galoy-mobile/pull/2371,MERGED,0,2,0:12:46,0:12:46
GaloyMoney/galoy-mobile,2372,https://github.com/GaloyMoney/galoy-mobile/pull/2372,MERGED,0,1,0:06:27,0:06:27
GaloyMoney/galoy-mobile,2373,https://github.com/GaloyMoney/galoy-mobile/pull/2373,MERGED,0,1,13:24:37,13:24:37
GaloyMoney/galoy-mobile,2374,https://github.com/GaloyMoney/galoy-mobile/pull/2374,MERGED,0,2,"2 days, 12:57:50","2 days, 12:57:50"
GaloyMoney/galoy-mobile,2375,https://github.com/GaloyMoney/galoy-mobile/pull/2375,MERGED,0,24,1:34:14,1:34:14
GaloyMoney/galoy-mobile,2376,https://github.com/GaloyMoney/galoy-mobile/pull/2376,CLOSED,0,1,2:19:16,
GaloyMoney/galoy-mobile,2377,https://github.com/GaloyMoney/galoy-mobile/pull/2377,CLOSED,1,1,"18 days, 23:54:26",
GaloyMoney/galoy-mobile,2378,https://github.com/GaloyMoney/galoy-mobile/pull/2378,MERGED,0,2,"1 day, 3:48:41","1 day, 3:48:41"
GaloyMoney/galoy-mobile,2379,https://github.com/GaloyMoney/galoy-mobile/pull/2379,MERGED,0,1,"1 day, 12:44:42","1 day, 12:44:42"
GaloyMoney/galoy-mobile,2380,https://github.com/GaloyMoney/galoy-mobile/pull/2380,CLOSED,0,1,0:46:39,
GaloyMoney/galoy-mobile,2381,https://github.com/GaloyMoney/galoy-mobile/pull/2381,MERGED,2,10,"2 days, 3:36:30","2 days, 3:36:30"
GaloyMoney/galoy-mobile,2382,https://github.com/GaloyMoney/galoy-mobile/pull/2382,CLOSED,0,1,"5 days, 0:43:41",
GaloyMoney/galoy-mobile,2385,https://github.com/GaloyMoney/galoy-mobile/pull/2385,MERGED,0,1,6:33:30,6:33:30
GaloyMoney/galoy-mobile,2387,https://github.com/GaloyMoney/galoy-mobile/pull/2387,MERGED,1,1,"1 day, 12:47:04","1 day, 12:47:04"
GaloyMoney/galoy-mobile,2388,https://github.com/GaloyMoney/galoy-mobile/pull/2388,CLOSED,0,1,1:27:07,
GaloyMoney/galoy-mobile,2389,https://github.com/GaloyMoney/galoy-mobile/pull/2389,MERGED,0,1,0:17:54,0:17:54
GaloyMoney/galoy-mobile,2390,https://github.com/GaloyMoney/galoy-mobile/pull/2390,MERGED,0,2,0:33:22,0:33:21
GaloyMoney/galoy-mobile,2391,https://github.com/GaloyMoney/galoy-mobile/pull/2391,MERGED,0,1,0:04:04,0:04:04
GaloyMoney/galoy-mobile,2392,https://github.com/GaloyMoney/galoy-mobile/pull/2392,MERGED,0,1,20:37:08,20:37:08
GaloyMoney/galoy-mobile,2394,https://github.com/GaloyMoney/galoy-mobile/pull/2394,MERGED,1,2,17:38:34,17:38:34
GaloyMoney/galoy-mobile,2395,https://github.com/GaloyMoney/galoy-mobile/pull/2395,MERGED,0,2,19:33:32,19:33:32
GaloyMoney/galoy-mobile,2397,https://github.com/GaloyMoney/galoy-mobile/pull/2397,MERGED,0,1,0:33:13,0:33:13
GaloyMoney/galoy-mobile,2398,https://github.com/GaloyMoney/galoy-mobile/pull/2398,MERGED,0,1,0:04:15,0:04:15
GaloyMoney/galoy-mobile,2399,https://github.com/GaloyMoney/galoy-mobile/pull/2399,MERGED,0,1,"1 day, 0:12:42","1 day, 0:12:42"
GaloyMoney/galoy-mobile,2400,https://github.com/GaloyMoney/galoy-mobile/pull/2400,MERGED,0,1,21:25:12,21:25:12
GaloyMoney/galoy-mobile,2401,https://github.com/GaloyMoney/galoy-mobile/pull/2401,MERGED,0,14,12:43:04,12:43:04
GaloyMoney/galoy-mobile,2402,https://github.com/GaloyMoney/galoy-mobile/pull/2402,MERGED,0,1,15:33:21,15:33:21
bbelderbos/htmx-demo,1,https://github.com/bbelderbos/htmx-demo/pull/1,MERGED,0,1,0:00:50,0:00:50
sarcophagus-org/sarcophagus-v2-sdk,22,https://github.com/sarcophagus-org/sarcophagus-v2-sdk/pull/22,MERGED,0,1,0:00:08,0:00:08
sarcophagus-org/sarcophagus-v2-sdk,24,https://github.com/sarcophagus-org/sarcophagus-v2-sdk/pull/24,MERGED,0,29,"2 days, 21:19:40","2 days, 21:19:40"
aemartinez/gpt-latex-translator,1,https://github.com/aemartinez/gpt-latex-translator/pull/1,MERGED,0,1,2:24:38,2:24:38
Feijai/Lunar,44,https://github.com/Feijai/Lunar/pull/44,MERGED,0,8,11:04:27,11:04:27
ECMaker/blog,25,https://github.com/ECMaker/blog/pull/25,OPEN,1,39,,
ECMaker/blog,26,https://github.com/ECMaker/blog/pull/26,MERGED,0,3,0:00:34,0:00:34
ECMaker/blog,28,https://github.com/ECMaker/blog/pull/28,CLOSED,1,20,"2 days, 20:51:58",
app-sre/qontract-reconcile,3626,https://github.com/app-sre/qontract-reconcile/pull/3626,MERGED,3,1,21:22:46,21:22:46
app-sre/qontract-reconcile,3627,https://github.com/app-sre/qontract-reconcile/pull/3627,MERGED,0,2,0:13:21,0:13:21
app-sre/qontract-reconcile,3628,https://github.com/app-sre/qontract-reconcile/pull/3628,MERGED,1,2,0:18:30,0:18:30
app-sre/qontract-reconcile,3629,https://github.com/app-sre/qontract-reconcile/pull/3629,MERGED,0,2,1:02:38,1:02:38
app-sre/qontract-reconcile,3631,https://github.com/app-sre/qontract-reconcile/pull/3631,MERGED,1,8,"2 days, 19:54:33","2 days, 19:54:33"
app-sre/qontract-reconcile,3632,https://github.com/app-sre/qontract-reconcile/pull/3632,MERGED,0,1,19:35:36,19:35:36
app-sre/qontract-reconcile,3633,https://github.com/app-sre/qontract-reconcile/pull/3633,MERGED,0,1,18:12:24,18:12:24
app-sre/qontract-reconcile,3634,https://github.com/app-sre/qontract-reconcile/pull/3634,MERGED,0,1,0:31:38,0:31:38
mlhmz/family-task-tracking,77,https://github.com/mlhmz/family-task-tracking/pull/77,MERGED,0,2,0:04:21,0:04:21
mlhmz/family-task-tracking,78,https://github.com/mlhmz/family-task-tracking/pull/78,MERGED,0,4,0:37:36,0:37:36
mlhmz/family-task-tracking,79,https://github.com/mlhmz/family-task-tracking/pull/79,MERGED,0,3,3:32:17,3:32:17
mlhmz/family-task-tracking,81,https://github.com/mlhmz/family-task-tracking/pull/81,CLOSED,0,2,0:00:49,
mlhmz/family-task-tracking,82,https://github.com/mlhmz/family-task-tracking/pull/82,MERGED,0,2,1:40:49,1:40:49
mlhmz/family-task-tracking,83,https://github.com/mlhmz/family-task-tracking/pull/83,MERGED,0,1,0:31:12,0:31:12
TeamCodeStream/codestream,1639,https://github.com/TeamCodeStream/codestream/pull/1639,CLOSED,0,3,"1 day, 2:31:55",
TeamCodeStream/codestream,1640,https://github.com/TeamCodeStream/codestream/pull/1640,MERGED,1,2,"1 day, 3:53:49","1 day, 3:53:49"
TeamCodeStream/codestream,1641,https://github.com/TeamCodeStream/codestream/pull/1641,MERGED,0,1,"4 days, 15:23:26","4 days, 15:23:26"
PrivateBin/PrivateBin,1136,https://github.com/PrivateBin/PrivateBin/pull/1136,MERGED,11,2,"17 days, 10:36:43","17 days, 10:36:43"
konfuzio-ai/konfuzio-sdk,293,https://github.com/konfuzio-ai/konfuzio-sdk/pull/293,MERGED,0,1,0:36:03,0:36:03
konfuzio-ai/konfuzio-sdk,294,https://github.com/konfuzio-ai/konfuzio-sdk/pull/294,MERGED,1,17,"15 days, 4:57:33","15 days, 4:57:33"
konfuzio-ai/konfuzio-sdk,295,https://github.com/konfuzio-ai/konfuzio-sdk/pull/295,MERGED,0,13,"33 days, 17:28:27","33 days, 17:28:27"
huseyinbagator/react-demo-todo-app,7,https://github.com/huseyinbagator/react-demo-todo-app/pull/7,MERGED,0,1,0:36:00,0:36:00
swarmion/swarmion,665,https://github.com/swarmion/swarmion/pull/665,CLOSED,4,1,9:15:04,
swarmion/swarmion,666,https://github.com/swarmion/swarmion/pull/666,CLOSED,3,1,9:14:07,
swarmion/swarmion,667,https://github.com/swarmion/swarmion/pull/667,CLOSED,2,1,5:46:23,
swarmion/swarmion,668,https://github.com/swarmion/swarmion/pull/668,CLOSED,4,1,5:43:40,
swarmion/swarmion,669,https://github.com/swarmion/swarmion/pull/669,CLOSED,3,1,3:25:33,
swarmion/swarmion,670,https://github.com/swarmion/swarmion/pull/670,CLOSED,2,1,"112 days, 21:03:05",
swarmion/swarmion,671,https://github.com/swarmion/swarmion/pull/671,CLOSED,3,1,0:12:32,
swarmion/swarmion,672,https://github.com/swarmion/swarmion/pull/672,OPEN,3,1,,
swarmion/swarmion,673,https://github.com/swarmion/swarmion/pull/673,MERGED,3,7,1:38:12,1:38:12
swarmion/swarmion,674,https://github.com/swarmion/swarmion/pull/674,MERGED,2,1,"98 days, 9:23:01","98 days, 9:23:01"
swarmion/swarmion,675,https://github.com/swarmion/swarmion/pull/675,OPEN,2,1,,
swarmion/swarmion,676,https://github.com/swarmion/swarmion/pull/676,MERGED,2,1,"98 days, 1:50:13","98 days, 1:50:13"
swarmion/swarmion,677,https://github.com/swarmion/swarmion/pull/677,OPEN,1,1,,
swarmion/swarmion,679,https://github.com/swarmion/swarmion/pull/679,OPEN,2,1,,
swarmion/swarmion,680,https://github.com/swarmion/swarmion/pull/680,MERGED,2,1,"98 days, 7:38:15","98 days, 7:38:15"
livingbio/gpt-fn,3,https://github.com/livingbio/gpt-fn/pull/3,MERGED,0,3,1:54:19,1:54:19
livingbio/gpt-fn,5,https://github.com/livingbio/gpt-fn/pull/5,OPEN,0,3,,
livingbio/gpt-fn,7,https://github.com/livingbio/gpt-fn/pull/7,MERGED,0,7,21:34:59,21:34:59
zkSNACKs/WalletWasabi,11278,https://github.com/zkSNACKs/WalletWasabi/pull/11278,CLOSED,3,1,19:04:49,
zkSNACKs/WalletWasabi,11279,https://github.com/zkSNACKs/WalletWasabi/pull/11279,CLOSED,7,5,"30 days, 3:06:03",
zkSNACKs/WalletWasabi,11280,https://github.com/zkSNACKs/WalletWasabi/pull/11280,MERGED,1,1,0:32:38,0:32:38
zkSNACKs/WalletWasabi,11282,https://github.com/zkSNACKs/WalletWasabi/pull/11282,MERGED,7,1,17:32:09,17:32:09
netdata/netdata,15450,https://github.com/netdata/netdata/pull/15450,MERGED,0,1,0:05:00,0:05:00
netdata/netdata,15451,https://github.com/netdata/netdata/pull/15451,MERGED,0,2,0:36:43,0:36:43
netdata/netdata,15452,https://github.com/netdata/netdata/pull/15452,MERGED,0,2,0:14:59,0:14:59
netdata/netdata,15453,https://github.com/netdata/netdata/pull/15453,MERGED,0,1,0:10:02,0:10:02
netdata/netdata,15457,https://github.com/netdata/netdata/pull/15457,MERGED,1,2,7:28:18,7:28:18
netdata/netdata,15458,https://github.com/netdata/netdata/pull/15458,MERGED,1,3,8:49:27,8:49:26
netdata/netdata,15459,https://github.com/netdata/netdata/pull/15459,MERGED,1,3,8:38:02,8:38:02
netdata/netdata,15460,https://github.com/netdata/netdata/pull/15460,MERGED,0,5,4:30:59,4:30:59
netdata/netdata,15461,https://github.com/netdata/netdata/pull/15461,CLOSED,0,1,"5 days, 22:52:49",
netdata/netdata,15462,https://github.com/netdata/netdata/pull/15462,MERGED,1,7,"35 days, 20:47:38","35 days, 20:47:38"
netdata/netdata,15463,https://github.com/netdata/netdata/pull/15463,MERGED,1,2,23:36:46,23:36:46
netdata/netdata,15464,https://github.com/netdata/netdata/pull/15464,MERGED,5,4,20:42:55,20:42:55
netdata/netdata,15465,https://github.com/netdata/netdata/pull/15465,MERGED,0,1,1:10:42,1:10:42
netdata/netdata,15467,https://github.com/netdata/netdata/pull/15467,MERGED,0,1,2:50:07,2:50:07
netdata/netdata,15468,https://github.com/netdata/netdata/pull/15468,MERGED,1,2,2:17:33,2:17:33
netdata/netdata,15469,https://github.com/netdata/netdata/pull/15469,MERGED,0,1,10:37:10,10:37:10
netdata/netdata,15470,https://github.com/netdata/netdata/pull/15470,MERGED,1,3,1:27:10,1:27:10
netdata/netdata,15473,https://github.com/netdata/netdata/pull/15473,MERGED,2,15,11:42:09,11:42:09
netdata/netdata,15474,https://github.com/netdata/netdata/pull/15474,MERGED,2,27,"3 days, 16:18:05","3 days, 16:18:05"
netdata/netdata,15475,https://github.com/netdata/netdata/pull/15475,MERGED,0,1,1:49:39,1:49:39
netdata/netdata,15476,https://github.com/netdata/netdata/pull/15476,MERGED,0,1,0:19:25,0:19:25
netdata/netdata,15477,https://github.com/netdata/netdata/pull/15477,MERGED,1,4,4:54:44,4:54:44
netdata/netdata,15478,https://github.com/netdata/netdata/pull/15478,MERGED,0,2,1:02:07,1:02:07
netdata/netdata,15479,https://github.com/netdata/netdata/pull/15479,MERGED,0,3,"4 days, 1:21:24","4 days, 1:21:24"
netdata/netdata,15480,https://github.com/netdata/netdata/pull/15480,OPEN,4,1,,
netdata/netdata,15483,https://github.com/netdata/netdata/pull/15483,MERGED,1,2,"2 days, 17:50:17","2 days, 17:50:17"
netdata/netdata,15484,https://github.com/netdata/netdata/pull/15484,MERGED,0,1,0:34:44,0:34:44
netdata/netdata,15486,https://github.com/netdata/netdata/pull/15486,MERGED,11,34,"11 days, 22:25:12","11 days, 22:25:12"
netdata/netdata,15488,https://github.com/netdata/netdata/pull/15488,MERGED,0,10,"4 days, 2:26:13","4 days, 2:26:13"
netdata/netdata,15490,https://github.com/netdata/netdata/pull/15490,MERGED,0,1,1:02:55,1:02:55
Miller-RS/DistributedMiningNetwork,9,https://github.com/Miller-RS/DistributedMiningNetwork/pull/9,MERGED,1,1,18:47:04,18:47:04
monarch-initiative/oai-monarch-plugin,41,https://github.com/monarch-initiative/oai-monarch-plugin/pull/41,MERGED,0,2,0:00:06,0:00:06
lcompilers/lpython,1883,https://github.com/lcompilers/lpython/pull/1883,MERGED,0,2,"4 days, 12:07:20","4 days, 12:07:20"
lcompilers/lpython,1884,https://github.com/lcompilers/lpython/pull/1884,MERGED,1,3,"4 days, 8:07:19","4 days, 8:07:19"
2Abendsegler/GClh,2377,https://github.com/2Abendsegler/GClh/pull/2377,MERGED,0,4,0:00:30,0:00:30
2Abendsegler/GClh,2378,https://github.com/2Abendsegler/GClh/pull/2378,MERGED,0,10,0:00:19,0:00:19
2Abendsegler/GClh,2379,https://github.com/2Abendsegler/GClh/pull/2379,MERGED,0,1,0:00:10,0:00:10
bloxapp/ssv-web,273,https://github.com/bloxapp/ssv-web/pull/273,MERGED,0,1,1:06:27,1:06:27
bloxapp/ssv-web,274,https://github.com/bloxapp/ssv-web/pull/274,MERGED,0,2,0:07:37,0:07:37
bloxapp/ssv-web,275,https://github.com/bloxapp/ssv-web/pull/275,MERGED,0,1,0:35:19,0:35:19
bloxapp/ssv-web,276,https://github.com/bloxapp/ssv-web/pull/276,MERGED,0,1,0:08:52,0:08:52
zhyunk/zb-mission-store-reserve,44,https://github.com/zhyunk/zb-mission-store-reserve/pull/44,MERGED,0,1,0:00:14,0:00:14
zhyunk/zb-mission-store-reserve,45,https://github.com/zhyunk/zb-mission-store-reserve/pull/45,MERGED,0,15,0:01:48,0:01:48
zhyunk/zb-mission-store-reserve,46,https://github.com/zhyunk/zb-mission-store-reserve/pull/46,MERGED,0,1,0:01:16,0:01:16
zhyunk/zb-mission-store-reserve,47,https://github.com/zhyunk/zb-mission-store-reserve/pull/47,MERGED,0,3,0:00:56,0:00:56
zhyunk/zb-mission-store-reserve,48,https://github.com/zhyunk/zb-mission-store-reserve/pull/48,MERGED,0,2,0:00:37,0:00:37
zhyunk/zb-mission-store-reserve,50,https://github.com/zhyunk/zb-mission-store-reserve/pull/50,MERGED,0,2,0:00:22,0:00:22
zhyunk/zb-mission-store-reserve,51,https://github.com/zhyunk/zb-mission-store-reserve/pull/51,MERGED,0,11,0:00:18,0:00:18
zhyunk/zb-mission-store-reserve,52,https://github.com/zhyunk/zb-mission-store-reserve/pull/52,MERGED,0,2,0:00:14,0:00:14
zhyunk/zb-mission-store-reserve,53,https://github.com/zhyunk/zb-mission-store-reserve/pull/53,MERGED,0,3,0:00:30,0:00:30
SchemaStore/schemastore,3003,https://github.com/SchemaStore/schemastore/pull/3003,MERGED,1,2,0:41:11,0:41:11
prgrms-be-devcourse/springboot-jpa,232,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/232,MERGED,1,7,13:13:58,13:13:58
prgrms-be-devcourse/springboot-jpa,233,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/233,MERGED,1,4,13:08:46,13:08:46
prgrms-be-devcourse/springboot-jpa,234,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/234,MERGED,0,5,"1 day, 3:51:47","1 day, 3:51:47"
prgrms-be-devcourse/springboot-jpa,235,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/235,CLOSED,0,56,0:00:33,
prgrms-be-devcourse/springboot-jpa,236,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/236,MERGED,6,17,"1 day, 2:36:46","1 day, 2:36:46"
prgrms-be-devcourse/springboot-jpa,237,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/237,MERGED,4,65,"17 days, 0:20:24","17 days, 0:20:24"
prgrms-be-devcourse/springboot-jpa,238,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/238,MERGED,0,9,"3 days, 19:19:20","3 days, 19:19:20"
prgrms-be-devcourse/springboot-jpa,239,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/239,MERGED,0,5,"2 days, 18:38:58","2 days, 18:38:58"
prgrms-be-devcourse/springboot-jpa,240,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/240,MERGED,0,5,"1 day, 15:06:18","1 day, 15:06:18"
prgrms-be-devcourse/springboot-jpa,241,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/241,OPEN,0,6,,
prgrms-be-devcourse/springboot-jpa,242,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/242,CLOSED,0,50,0:18:09,
prgrms-be-devcourse/springboot-jpa,243,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/243,MERGED,2,11,"61 days, 16:50:49","61 days, 16:50:49"
prgrms-be-devcourse/springboot-jpa,244,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/244,OPEN,0,24,,
