RepoName,PR Number,PR URL,State,CommentsCount,CommitsTotalCount,Duration Created to Closed,Duration Created to Merged
comfyanonymous/ComfyUI,1115,https://github.com/comfyanonymous/ComfyUI/pull/1115,CLOSED,1,34,"9 days, 23:38:53",
open-learning-exchange/myplanet,2234,https://github.com/open-learning-exchange/myplanet/pull/2234,MERGED,0,4,"3 days, 18:33:24","3 days, 18:33:24"
open-learning-exchange/myplanet,2215,https://github.com/open-learning-exchange/myplanet/pull/2215,CLOSED,0,1,"3 days, 0:44:28",
open-learning-exchange/myplanet,2213,https://github.com/open-learning-exchange/myplanet/pull/2213,CLOSED,0,1,"3 days, 1:44:19",
IararIV/karaok.ai,1,https://github.com/IararIV/karaok.ai/pull/1,MERGED,0,1,0:00:10,0:00:10
dantebarbieri/pi-picture-frame,3,https://github.com/dantebarbieri/pi-picture-frame/pull/3,MERGED,0,12,23:27:10,23:27:10
PYT-Acadamy/PYT-Acadamy.github.io,20,https://github.com/PYT-Acadamy/PYT-Acadamy.github.io/pull/20,MERGED,1,2,16:44:32,16:44:32
Email-Generation/email_generation,2,https://github.com/Email-Generation/email_generation/pull/2,MERGED,3,50,"6 days, 16:37:35","6 days, 16:37:35"
QRTaxi/QRTaxi_Web,26,https://github.com/QRTaxi/QRTaxi_Web/pull/26,MERGED,0,3,1:32:11,1:32:11
jojazpeitia/skinguessr,11,https://github.com/jojazpeitia/skinguessr/pull/11,MERGED,1,2,0:06:36,0:06:36
sleepyRias/BetterSteam,76,https://github.com/sleepyRias/BetterSteam/pull/76,CLOSED,2,7,"14 days, 0:09:35",
radix-vue/radix-vue,100,https://github.com/radix-vue/radix-vue/pull/100,MERGED,0,1,0:00:15,0:00:15
RupertBenWiser/Web-Environment-Integrity,82,https://github.com/RupertBenWiser/Web-Environment-Integrity/pull/82,CLOSED,1,1,10:37:09,
n-koga96/practice-React-example-1,1,https://github.com/n-koga96/practice-React-example-1/pull/1,MERGED,0,2,"31 days, 22:37:42","31 days, 22:37:42"
chitalian/gptask,2,https://github.com/chitalian/gptask/pull/2,MERGED,1,3,1:42:56,1:42:56
GaloyMoney/galoy-mobile,2403,https://github.com/GaloyMoney/galoy-mobile/pull/2403,MERGED,0,2,0:21:11,0:21:11
bbelderbos/htmx-demo,2,https://github.com/bbelderbos/htmx-demo/pull/2,MERGED,1,2,0:00:16,0:00:16
sarcophagus-org/sarcophagus-v2-sdk,23,https://github.com/sarcophagus-org/sarcophagus-v2-sdk/pull/23,MERGED,1,3,"2 days, 23:21:18","2 days, 23:21:18"
aemartinez/gpt-latex-translator,2,https://github.com/aemartinez/gpt-latex-translator/pull/2,MERGED,0,2,"4 days, 16:39:47","4 days, 16:39:47"
Feijai/Lunar,45,https://github.com/Feijai/Lunar/pull/45,MERGED,0,10,9:03:38,9:03:38
ECMaker/blog,24,https://github.com/ECMaker/blog/pull/24,MERGED,0,5,0:57:00,0:57:00
bancaditalia/black-it,58,https://github.com/bancaditalia/black-it/pull/58,OPEN,5,3,,
app-sre/qontract-reconcile,3630,https://github.com/app-sre/qontract-reconcile/pull/3630,MERGED,1,2,0:10:27,0:10:26
mlhmz/family-task-tracking,80,https://github.com/mlhmz/family-task-tracking/pull/80,MERGED,0,2,3:01:35,3:01:35
TeamCodeStream/codestream,1638,https://github.com/TeamCodeStream/codestream/pull/1638,MERGED,0,32,"2 days, 2:38:15","2 days, 2:38:15"
AGnias47/AGnias47.github.io,2,https://github.com/AGnias47/AGnias47.github.io/pull/2,MERGED,0,2,0:00:21,0:00:21
PrivateBin/PrivateBin,1134,https://github.com/PrivateBin/PrivateBin/pull/1134,MERGED,0,4,1:07:05,1:07:05
konfuzio-ai/konfuzio-sdk,296,https://github.com/konfuzio-ai/konfuzio-sdk/pull/296,MERGED,0,77,"50 days, 23:12:49","50 days, 23:12:49"
huseyinbagator/react-demo-todo-app,8,https://github.com/huseyinbagator/react-demo-todo-app/pull/8,MERGED,0,3,"1 day, 2:20:36","1 day, 2:20:36"
swarmion/swarmion,678,https://github.com/swarmion/swarmion/pull/678,MERGED,2,1,"14 days, 5:33:57","14 days, 5:33:57"
coderdojo-japan/coderdojo.jp,1543,https://github.com/coderdojo-japan/coderdojo.jp/pull/1543,MERGED,0,2,0:10:45,0:10:45
livingbio/gpt-fn,4,https://github.com/livingbio/gpt-fn/pull/4,MERGED,0,1,0:00:30,0:00:30
JJConsulting/JJMasterData,131,https://github.com/JJConsulting/JJMasterData/pull/131,MERGED,1,3,"1 day, 23:21:56","1 day, 23:21:56"
code-in-design/pass-frontend,21,https://github.com/code-in-design/pass-frontend/pull/21,MERGED,1,13,"3 days, 1:31:14","3 days, 1:31:14"
zkSNACKs/WalletWasabi,11281,https://github.com/zkSNACKs/WalletWasabi/pull/11281,CLOSED,4,2,17:22:40,
Hochfrequenz/kohlrahbi,158,https://github.com/Hochfrequenz/kohlrahbi/pull/158,MERGED,0,4,"1 day, 0:06:14","1 day, 0:06:14"
netdata/netdata,15485,https://github.com/netdata/netdata/pull/15485,MERGED,2,2,"3 days, 5:28:40","3 days, 5:28:40"
mcagov/beacons,539,https://github.com/mcagov/beacons/pull/539,OPEN,0,76,,
labd/terraform-provider-storyblok,9,https://github.com/labd/terraform-provider-storyblok/pull/9,MERGED,0,3,"6 days, 4:39:02","6 days, 4:39:02"
millwheel/delivery-application,1,https://github.com/millwheel/delivery-application/pull/1,OPEN,0,5,,
tsenart/vegeta,638,https://github.com/tsenart/vegeta/pull/638,OPEN,8,1,,
Miller-RS/DistributedMiningNetwork,8,https://github.com/Miller-RS/DistributedMiningNetwork/pull/8,MERGED,1,9,0:51:13,0:51:13
monarch-initiative/oai-monarch-plugin,39,https://github.com/monarch-initiative/oai-monarch-plugin/pull/39,MERGED,0,1,0:00:18,0:00:18
lcompilers/lpython,1885,https://github.com/lcompilers/lpython/pull/1885,OPEN,14,4,,
dswcodes0/StatChat,30,https://github.com/dswcodes0/StatChat/pull/30,MERGED,0,10,17:10:24,17:10:24
2Abendsegler/GClh,2376,https://github.com/2Abendsegler/GClh/pull/2376,MERGED,1,3,10:09:45,10:09:45
bloxapp/ssv-web,277,https://github.com/bloxapp/ssv-web/pull/277,MERGED,0,3,"4 days, 23:32:22","4 days, 23:32:22"
nbd-wtf/nostr-tools,241,https://github.com/nbd-wtf/nostr-tools/pull/241,MERGED,1,2,14:40:43,14:40:43
zhyunk/zb-mission-store-reserve,54,https://github.com/zhyunk/zb-mission-store-reserve/pull/54,MERGED,0,2,0:00:08,0:00:08
SchemaStore/schemastore,3002,https://github.com/SchemaStore/schemastore/pull/3002,MERGED,2,7,16:25:43,16:25:43
prgrms-be-devcourse/springboot-jpa,248,https://github.com/prgrms-be-devcourse/springboot-jpa/pull/248,MERGED,0,3,11:23:20,11:23:20
RND247/Pype-Synthetic-Data-for-Testing,16,https://github.com/RND247/Pype-Synthetic-Data-for-Testing/pull/16,MERGED,0,3,3:20:53,3:20:53
jst-seminar-rostlab-tum/truffle-ai-backend,52,https://github.com/jst-seminar-rostlab-tum/truffle-ai-backend/pull/52,MERGED,2,21,"2 days, 23:15:19","2 days, 23:15:19"
arrocke/gloss-translation,114,https://github.com/arrocke/gloss-translation/pull/114,MERGED,2,1,3:30:51,3:30:51
roslinmahmud/easy-hire-backend,11,https://github.com/roslinmahmud/easy-hire-backend/pull/11,MERGED,4,4,6:33:54,6:33:54
temporalio/temporal,4558,https://github.com/temporalio/temporal/pull/4558,MERGED,0,3,"4 days, 22:55:35","4 days, 22:55:35"
ykdojo/kaguya,16,https://github.com/ykdojo/kaguya/pull/16,CLOSED,3,2,5:22:31,
tic-oss/jhipster-blueprints,7,https://github.com/tic-oss/jhipster-blueprints/pull/7,MERGED,1,5,"7 days, 21:44:12","7 days, 21:44:12"
maro114510/Markdown_Viewer,83,https://github.com/maro114510/Markdown_Viewer/pull/83,MERGED,0,9,0:03:34,0:03:34
MrNeRF/gaussian-splatting-cuda,23,https://github.com/MrNeRF/gaussian-splatting-cuda/pull/23,MERGED,7,10,2:23:03,2:23:03
SSWConsulting/SSW.Website,1284,https://github.com/SSWConsulting/SSW.Website/pull/1284,MERGED,16,18,"2 days, 4:06:51","2 days, 4:06:50"
gcarlos64/linux,4,https://github.com/gcarlos64/linux/pull/4,CLOSED,0,2,"6 days, 0:07:22",
SWM14-Architect/moview-core-service,12,https://github.com/SWM14-Architect/moview-core-service/pull/12,MERGED,0,6,4:41:43,4:41:42
hoshotakamoto/banzukesurfing,11,https://github.com/hoshotakamoto/banzukesurfing/pull/11,MERGED,0,8,0:26:22,0:26:22
qin-team-recipe/05-recipe-app,62,https://github.com/qin-team-recipe/05-recipe-app/pull/62,MERGED,1,6,"1 day, 19:40:38","1 day, 19:40:38"
netdata/netdata,15455,https://github.com/netdata/netdata/pull/15455,MERGED,9,12,"5 days, 15:09:20","5 days, 15:09:20"
reworkd/AgentGPT,897,https://github.com/reworkd/AgentGPT/pull/897,MERGED,2,17,"4 days, 18:40:57","4 days, 18:40:57"
VOICEVOX/pyopenjtalk,18,https://github.com/VOICEVOX/pyopenjtalk/pull/18,MERGED,4,2,0:46:51,0:46:51
Wissididom/Bonbon-Reminder-StreamElements,1,https://github.com/Wissididom/Bonbon-Reminder-StreamElements/pull/1,MERGED,0,7,"65 days, 6:36:53","65 days, 6:36:53"
KudoAI/chatgpt.js,92,https://github.com/KudoAI/chatgpt.js/pull/92,MERGED,100,22,"1 day, 3:54:10","1 day, 3:54:10"
danny-avila/LibreChat,756,https://github.com/danny-avila/LibreChat/pull/756,OPEN,15,40,,
ubiquity/ubiquity-dollar,724,https://github.com/ubiquity/ubiquity-dollar/pull/724,CLOSED,12,5,18:23:46,
daydule/frontend,35,https://github.com/daydule/frontend/pull/35,MERGED,0,2,"6 days, 11:12:19","6 days, 11:12:19"
SSWConsulting/SSW.Website,931,https://github.com/SSWConsulting/SSW.Website/pull/931,MERGED,10,16,19:51:59,19:51:59
paul-gauthier/aider,119,https://github.com/paul-gauthier/aider/pull/119,CLOSED,10,4,"13 days, 23:23:39",
FixMyBerlin/atlas-app,45,https://github.com/FixMyBerlin/atlas-app/pull/45,CLOSED,1,24,"15 days, 1:16:06",
laravel-json-api/core,12,https://github.com/laravel-json-api/core/pull/12,MERGED,3,4,"7 days, 1:30:44","7 days, 1:30:44"
jefftriplett/frontmatter-cli,6,https://github.com/jefftriplett/frontmatter-cli/pull/6,MERGED,1,5,12:41:19,12:41:19
GaloyMoney/galoy-mobile,2361,https://github.com/GaloyMoney/galoy-mobile/pull/2361,MERGED,13,41,"32 days, 17:16:36","32 days, 17:16:36"
citusdata/activerecord-multi-tenant,199,https://github.com/citusdata/activerecord-multi-tenant/pull/199,MERGED,7,4,"5 days, 16:46:10","5 days, 16:46:10"
ryoikegata/template-ph3-website,1,https://github.com/ryoikegata/template-ph3-website/pull/1,MERGED,0,5,6:33:46,6:33:46
hoshotakamoto/banzukesurfing,14,https://github.com/hoshotakamoto/banzukesurfing/pull/14,MERGED,0,3,0:24:59,0:24:59
gradio-app/gradio,5179,https://github.com/gradio-app/gradio/pull/5179,MERGED,8,9,18:40:45,18:40:45
Ayahiro-Inatsugu/ph3-website-private,4,https://github.com/Ayahiro-Inatsugu/ph3-website-private/pull/4,MERGED,0,29,"4 days, 10:07:03","4 days, 10:07:03"
StreamSG/ABCWorkshop,38,https://github.com/StreamSG/ABCWorkshop/pull/38,MERGED,3,4,"9 days, 21:51:48","9 days, 21:51:48"
VOICEVOX/voicevox,1384,https://github.com/VOICEVOX/voicevox/pull/1384,MERGED,5,18,"1 day, 13:21:21","1 day, 13:21:21"
TodePond/WhenWillProgrammersStopMakingDecisionsForOurSocietyAndJustLeaveUsAloneAlsoHackerNewsIsAVileWebsite,74,https://github.com/TodePond/WhenWillProgrammersStopMakingDecisionsForOurSocietyAndJustLeaveUsAloneAlsoHackerNewsIsAVileWebsite/pull/74,OPEN,0,78,,
cucumber/docs,890,https://github.com/cucumber/docs/pull/890,CLOSED,3,1,"1 day, 17:12:41",
ggerganov/llama.cpp,1775,https://github.com/ggerganov/llama.cpp/pull/1775,MERGED,11,2,0:07:16,0:07:16
ggerganov/llama.cpp,1807,https://github.com/ggerganov/llama.cpp/pull/1807,MERGED,6,16,22:57:48,22:57:48
telosnetwork/open-block-explorer,712,https://github.com/telosnetwork/open-block-explorer/pull/712,MERGED,3,2,"7 days, 2:02:04","7 days, 2:02:04"
lfortran/lfortran,1788,https://github.com/lfortran/lfortran/pull/1788,CLOSED,4,2,12:15:02,
dust-tt/dust,508,https://github.com/dust-tt/dust/pull/508,MERGED,2,15,"11 days, 0:18:35","11 days, 0:18:35"
wafflestudio/wacruit-server,26,https://github.com/wafflestudio/wacruit-server/pull/26,MERGED,3,32,"2 days, 20:06:01","2 days, 20:06:01"
skrub-data/skrub,581,https://github.com/skrub-data/skrub/pull/581,MERGED,6,4,"56 days, 4:43:03","56 days, 4:43:03"
HinanoOno/template-ph3-website,1,https://github.com/HinanoOno/template-ph3-website/pull/1,MERGED,0,10,"17 days, 7:26:03","17 days, 7:26:03"
dwyl/imgup,64,https://github.com/dwyl/imgup/pull/64,CLOSED,6,1,23:12:06,
hoshotakamoto/banzukesurfing,17,https://github.com/hoshotakamoto/banzukesurfing/pull/17,MERGED,0,2,0:03:43,0:03:43
bytedeck/bytedeck,1451,https://github.com/bytedeck/bytedeck/pull/1451,OPEN,7,5,,
hoshotakamoto/banzukesurfing,13,https://github.com/hoshotakamoto/banzukesurfing/pull/13,MERGED,0,2,0:09:40,0:09:40
OSRSB/OsrsBot,301,https://github.com/OSRSB/OsrsBot/pull/301,CLOSED,3,30,"14 days, 0:13:42",
Ludeon/RimWorld-ru,1571,https://github.com/Ludeon/RimWorld-ru/pull/1571,MERGED,0,14,"15 days, 7:03:17","15 days, 7:03:17"
hoshotakamoto/banzukesurfing,6,https://github.com/hoshotakamoto/banzukesurfing/pull/6,MERGED,0,1,0:01:14,0:01:14
hoshotakamoto/banzukesurfing,3,https://github.com/hoshotakamoto/banzukesurfing/pull/3,MERGED,0,3,0:02:24,0:02:24
hoshotakamoto/banzukesurfing,2,https://github.com/hoshotakamoto/banzukesurfing/pull/2,MERGED,0,3,0:04:40,0:04:40
databrickslabs/pyspark-ai,1,https://github.com/databrickslabs/pyspark-ai/pull/1,MERGED,5,19,"2 days, 19:49:20","2 days, 19:49:20"
kazuki1023/template_ph3_website_private,16,https://github.com/kazuki1023/template_ph3_website_private/pull/16,MERGED,3,20,"1 day, 3:49:32","1 day, 3:49:32"
faker-js/faker,2230,https://github.com/faker-js/faker/pull/2230,MERGED,3,29,"56 days, 11:54:19","56 days, 11:54:19"
PostHog/posthog.com,6456,https://github.com/PostHog/posthog.com/pull/6456,MERGED,8,43,"1 day, 4:25:59","1 day, 4:25:59"
CodeIntelligenceTesting/cifuzz,838,https://github.com/CodeIntelligenceTesting/cifuzz/pull/838,MERGED,1,1,"35 days, 22:08:48","35 days, 22:08:48"
PolicyEngine/policyengine-us,2764,https://github.com/PolicyEngine/policyengine-us/pull/2764,MERGED,2,48,"16 days, 2:02:43","16 days, 2:02:43"
picobyte/stable-diffusion-webui-wd14-tagger,4,https://github.com/picobyte/stable-diffusion-webui-wd14-tagger/pull/4,MERGED,20,1,1:36:45,1:36:45
snapshot-labs/snapshot,3937,https://github.com/snapshot-labs/snapshot/pull/3937,MERGED,1,18,"1 day, 12:39:53","1 day, 12:39:53"
hoshotakamoto/banzukesurfing,1,https://github.com/hoshotakamoto/banzukesurfing/pull/1,MERGED,0,1,0:00:30,0:00:30
Theta-Limited/OpenAthenaAndroid,91,https://github.com/Theta-Limited/OpenAthenaAndroid/pull/91,CLOSED,1,1,21:05:37,
internetarchive/iaux-collection-browser,261,https://github.com/internetarchive/iaux-collection-browser/pull/261,MERGED,2,7,"2 days, 2:32:09","2 days, 2:32:09"
PaulRBerg/prb-proxy,119,https://github.com/PaulRBerg/prb-proxy/pull/119,MERGED,8,2,"11 days, 0:08:17","11 days, 0:08:17"
rails/rails,48576,https://github.com/rails/rails/pull/48576,CLOSED,5,1,"5 days, 14:57:06",
mdn/content,27070,https://github.com/mdn/content/pull/27070,MERGED,29,1,"53 days, 23:04:39","53 days, 23:04:39"
astahmer/openapi-zod-client,151,https://github.com/astahmer/openapi-zod-client/pull/151,MERGED,3,8,22:42:45,22:42:45
jhipster/generator-jhipster,22429,https://github.com/jhipster/generator-jhipster/pull/22429,MERGED,19,21,"3 days, 0:58:21","3 days, 0:58:21"
energietransitie/twomes-p1-reader-firmware,2,https://github.com/energietransitie/twomes-p1-reader-firmware/pull/2,CLOSED,2,5,"3 days, 23:03:53",
JushBJJ/Mr.-Ranedeer-AI-Tutor,30,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor/pull/30,CLOSED,16,6,"35 days, 16:08:03",
fscarmen2/Argo-Nezha-Service-Container,23,https://github.com/fscarmen2/Argo-Nezha-Service-Container/pull/23,MERGED,15,1,21:32:00,21:32:00
dotCMS/core,25432,https://github.com/dotCMS/core/pull/25432,MERGED,2,38,"5 days, 7:01:31","5 days, 7:01:31"
binary-com/deriv-app,9007,https://github.com/binary-com/deriv-app/pull/9007,MERGED,7,45,"21 days, 12:32:26","21 days, 12:32:26"
hoshotakamoto/banzukesurfing,16,https://github.com/hoshotakamoto/banzukesurfing/pull/16,MERGED,0,4,0:09:13,0:09:13
hoshotakamoto/banzukesurfing,12,https://github.com/hoshotakamoto/banzukesurfing/pull/12,MERGED,0,2,0:05:18,0:05:18
hoshotakamoto/banzukesurfing,9,https://github.com/hoshotakamoto/banzukesurfing/pull/9,MERGED,0,3,0:35:40,0:35:40
hoshotakamoto/banzukesurfing,7,https://github.com/hoshotakamoto/banzukesurfing/pull/7,MERGED,0,4,0:08:16,0:08:16
Theta-Limited/OpenAthenaAndroid,92,https://github.com/Theta-Limited/OpenAthenaAndroid/pull/92,CLOSED,1,1,20:18:36,
Theta-Limited/OpenAthenaAndroid,84,https://github.com/Theta-Limited/OpenAthenaAndroid/pull/84,CLOSED,1,1,0:42:31,
Theta-Limited/OpenAthenaAndroid,82,https://github.com/Theta-Limited/OpenAthenaAndroid/pull/82,CLOSED,1,1,1:58:45,
OpenAdaptAI/OpenAdapt,228,https://github.com/OpenAdaptAI/OpenAdapt/pull/228,CLOSED,7,29,"16 days, 17:09:40",
osmosis-labs/osmosis-frontend,1936,https://github.com/osmosis-labs/osmosis-frontend/pull/1936,MERGED,2,41,"3 days, 21:57:26","3 days, 21:57:26"
VOICEVOX/voicevox_engine,716,https://github.com/VOICEVOX/voicevox_engine/pull/716,MERGED,9,5,"9 days, 1:11:25","9 days, 1:11:25"
roboflow/supervision,177,https://github.com/roboflow/supervision/pull/177,MERGED,28,49,"16 days, 15:40:27","16 days, 15:40:27"
nickbabcock/OhmGraphite,379,https://github.com/nickbabcock/OhmGraphite/pull/379,MERGED,19,2,"16 days, 22:08:32","16 days, 22:08:32"
MatrixAI/Polykey,552,https://github.com/MatrixAI/Polykey/pull/552,OPEN,148,19,,
openai/evals,771,https://github.com/openai/evals/pull/771,MERGED,31,12,"46 days, 9:21:43","46 days, 9:21:43"
Altinity/clickhouse-backup,648,https://github.com/Altinity/clickhouse-backup/pull/648,MERGED,32,1,"98 days, 13:47:36","98 days, 13:47:36"
VOICEVOX/voicevox_core,555,https://github.com/VOICEVOX/voicevox_core/pull/555,MERGED,15,10,"16 days, 11:44:54","16 days, 11:44:54"
VOICEVOX/voicevox,1470,https://github.com/VOICEVOX/voicevox/pull/1470,OPEN,15,59,,
sashabaranov/go-openai,377,https://github.com/sashabaranov/go-openai/pull/377,MERGED,22,23,"5 days, 21:08:54","5 days, 21:08:54"
ubiquity/ubiquibot,608,https://github.com/ubiquity/ubiquibot/pull/608,MERGED,39,46,"16 days, 7:36:13","16 days, 7:36:13"
unoplatform/uno,12428,https://github.com/unoplatform/uno/pull/12428,MERGED,4,37,"74 days, 4:25:24","74 days, 4:25:24"
ggerganov/llama.cpp,1684,https://github.com/ggerganov/llama.cpp/pull/1684,MERGED,71,32,"2 days, 4:31:48","2 days, 4:31:48"
hoshotakamoto/banzukesurfing,8,https://github.com/hoshotakamoto/banzukesurfing/pull/8,MERGED,0,2,2:12:23,2:12:23
4dn-dcic/foursight-core,50,https://github.com/4dn-dcic/foursight-core/pull/50,MERGED,0,108,"27 days, 19:07:09","27 days, 19:07:09"
hoshotakamoto/banzukesurfing,4,https://github.com/hoshotakamoto/banzukesurfing/pull/4,MERGED,0,6,0:37:37,0:37:37
wahanegi/vibereport,64,https://github.com/wahanegi/vibereport/pull/64,MERGED,1,104,"47 days, 0:44:08","47 days, 0:44:08"
torrust/torrust-index-frontend,185,https://github.com/torrust/torrust-index-frontend/pull/185,MERGED,13,6,"20 days, 17:03:05","20 days, 17:03:04"
VOICEVOX/voicevox,1404,https://github.com/VOICEVOX/voicevox/pull/1404,MERGED,15,52,"15 days, 6:13:51","15 days, 6:13:51"
simonw/llm,65,https://github.com/simonw/llm/pull/65,MERGED,126,66,"14 days, 0:54:21","14 days, 0:54:21"
VOICEVOX/voicevox,1492,https://github.com/VOICEVOX/voicevox/pull/1492,CLOSED,10,22,"17 days, 17:33:25",
gravitational/teleport,19316,https://github.com/gravitational/teleport/pull/19316,MERGED,3,19,"204 days, 13:30:16","204 days, 13:30:16"
hoshotakamoto/banzukesurfing,5,https://github.com/hoshotakamoto/banzukesurfing/pull/5,MERGED,0,6,0:20:47,0:20:47
decred/dcrdex,2333,https://github.com/decred/dcrdex/pull/2333,MERGED,39,4,"31 days, 5:53:21","31 days, 5:53:21"
rust-lang/rfcs,3463,https://github.com/rust-lang/rfcs/pull/3463,OPEN,90,2,,
openai/evals,1083,https://github.com/openai/evals/pull/1083,MERGED,2,5,"31 days, 23:12:30","31 days, 23:12:30"
VOICEVOX/voicevox_core,532,https://github.com/VOICEVOX/voicevox_core/pull/532,MERGED,20,47,"37 days, 21:19:27","37 days, 21:19:27"
VOICEVOX/voicevox_core,538,https://github.com/VOICEVOX/voicevox_core/pull/538,MERGED,24,161,"13 days, 22:55:56","13 days, 22:55:56"
VOICEVOX/voicevox,1374,https://github.com/VOICEVOX/voicevox/pull/1374,MERGED,33,102,"16 days, 8:31:41","16 days, 8:31:40"
mindee/doctr,1205,https://github.com/mindee/doctr/pull/1205,MERGED,79,107,"16 days, 2:46:51","16 days, 2:46:51"
